worker,time,row,term,objective,answer
4,18,12,planning,0,Anticipation
2,7,12,planning,0,Trust
21,15,12,planning,0,Anticipation
1,48,12,planning,0,Trust
6,4,12,planning,0,Anticipation
26,3,12,planning,0,Anticipation
13,21,12,planning,0,Surprise
10,4,548,overdue,0,Anticipation
7,12,548,overdue,0,Fear
6,6,548,overdue,0,Anticipation
13,22,548,overdue,0,Fear
4,10,548,overdue,0,Fear
5,54,548,overdue,0,Anticipation
1,19,548,overdue,0,Fear
8,10,548,overdue,0,Sadness
3,6,548,overdue,0,Sadness
18,9,548,overdue,0,Anticipation
8,14,362,intact,0,Trust
1,17,362,intact,0,Sadness
7,14,362,intact,0,Trust
20,7,362,intact,0,Trust
13,20,362,intact,0,Disgust
21,4,362,intact,0,Anticipation
10,13,362,intact,0,Joy
4,13,362,intact,0,Trust
6,5,362,intact,0,Trust
3,8,362,intact,0,Trust
4,7,457,inconsiderate,0,Sadness
1,23,457,inconsiderate,0,Trust
7,15,457,inconsiderate,0,Joy
8,20,457,inconsiderate,0,Disgust
23,6,457,inconsiderate,0,Disgust
6,5,457,inconsiderate,0,Disgust
3,5,457,inconsiderate,0,Surprise
19,56,457,inconsiderate,0,Disgust
2,36,457,inconsiderate,0,Disgust
14,5,457,inconsiderate,0,Disgust
1,19,336,confiscate,0,Sadness
6,23,336,confiscate,0,Anger
4,31,336,confiscate,0,Disgust
5,33,336,confiscate,0,Surprise
13,32,336,confiscate,0,Sadness
8,14,336,confiscate,0,Fear
17,20,336,confiscate,0,Fear
16,5,336,confiscate,0,Fear
10,7,336,confiscate,0,Fear
3,5,336,confiscate,0,Fear
10,4,217,treasure,0,Joy
17,19,217,treasure,0,Joy
14,4,217,treasure,0,Joy
8,6,217,treasure,0,Trust
9,4,217,treasure,0,Joy
25,9,217,treasure,0,Anticipation
1,17,217,treasure,0,Trust
27,11,217,treasure,0,Surprise
4,28,217,treasure,0,Joy
13,10,217,treasure,0,Trust
10,4,34,alerts,0,Anticipation
4,16,34,alerts,0,Anticipation
21,4,34,alerts,0,Anticipation
8,15,34,alerts,0,Trust
6,4,34,alerts,0,Anticipation
9,7,34,alerts,0,Anticipation
1,52,34,alerts,0,Joy
7,10,34,alerts,0,Sadness
3,4,34,alerts,0,Anticipation
12,7,34,alerts,0,Anticipation
3,4,127,buddy,0,Joy
8,14,127,buddy,0,Trust
9,4,127,buddy,0,Trust
13,24,127,buddy,0,Disgust
7,18,127,buddy,0,Trust
6,4,127,buddy,0,Joy
18,8,127,buddy,0,Trust
19,8,127,buddy,0,Trust
2,6,127,buddy,0,Trust
1,20,127,buddy,0,Joy
11,10,120,humility,0,Trust
8,17,120,humility,0,Trust
1,41,120,humility,0,Joy
6,29,120,humility,0,Sadness
2,9,120,humility,0,Surprise
19,19,120,humility,0,Trust
9,5,120,humility,0,Trust
18,8,120,humility,0,Trust
3,8,120,humility,0,Trust
20,12,120,humility,0,Trust
11,9,99,astray,0,Disgust
9,8,99,astray,0,Trust
10,9,99,astray,0,Sadness
4,17,99,astray,0,Disgust
6,5,99,astray,0,Fear
1,23,99,astray,0,Disgust
13,28,99,astray,0,Disgust
17,25,99,astray,0,Disgust
7,9,99,astray,0,Trust
8,14,99,astray,0,Disgust
6,4,97,sadly,sadness,Sadness
1,45,97,sadly,sadness,Sadness
8,9,97,sadly,sadness,Sadness
13,22,97,sadly,sadness,Sadness
9,4,97,sadly,sadness,Sadness
10,4,97,sadly,sadness,Sadness
7,23,97,sadly,sadness,Sadness
4,43,97,sadly,sadness,Sadness
3,4,97,sadly,sadness,Sadness
18,14,97,sadly,sadness,Sadness
1,38,348,witch,0,Disgust
13,22,348,witch,0,Fear
4,11,348,witch,0,Fear
8,17,348,witch,0,Fear
19,37,348,witch,0,Fear
5,9,348,witch,0,Disgust
6,7,348,witch,0,Fear
21,4,348,witch,0,Fear
28,4,348,witch,0,Fear
9,4,348,witch,0,Fear
29,5,274,sadly,sadness,Sadness
17,10,274,sadly,sadness,Sadness
13,39,274,sadly,sadness,Sadness
9,6,274,sadly,sadness,Sadness
3,4,274,sadly,sadness,Sadness
8,8,274,sadly,sadness,Sadness
10,4,274,sadly,sadness,Sadness
1,25,274,sadly,sadness,Sadness
18,10,274,sadly,sadness,Sadness
4,25,274,sadly,sadness,Sadness
6,7,421,underpaid,0,Sadness
14,4,421,underpaid,0,Disgust
8,8,421,underpaid,0,Sadness
20,9,421,underpaid,0,Sadness
1,39,421,underpaid,0,Trust
7,13,421,underpaid,0,Sadness
28,8,421,underpaid,0,Sadness
4,9,421,underpaid,0,Sadness
10,6,421,underpaid,0,Anger
9,5,421,underpaid,0,Sadness
17,49,63,tribunal,0,Trust
3,7,63,tribunal,0,Anger
1,43,63,tribunal,0,Sadness
10,4,63,tribunal,0,Trust
9,4,63,tribunal,0,Trust
19,22,63,tribunal,0,Trust
13,20,63,tribunal,0,Sadness
6,8,63,tribunal,0,Trust
18,12,63,tribunal,0,Anticipation
4,19,63,tribunal,0,Trust
7,24,565,alertness,0,Fear
14,5,565,alertness,0,Anticipation
1,92,565,alertness,0,Trust
9,4,565,alertness,0,Anticipation
26,3,565,alertness,0,Anticipation
6,4,565,alertness,0,Anticipation
4,8,565,alertness,0,Anticipation
21,4,565,alertness,0,Anticipation
13,22,565,alertness,0,Surprise
3,4,565,alertness,0,Anticipation
23,3,358,triumphant,0,Joy
7,17,358,triumphant,0,Trust
3,6,358,triumphant,0,Joy
19,37,358,triumphant,0,Trust
4,8,358,triumphant,0,Joy
15,6,358,triumphant,0,Joy
21,4,358,triumphant,0,Joy
8,22,358,triumphant,0,Trust
6,5,358,triumphant,0,Joy
1,18,358,triumphant,0,Disgust
1,40,337,rogue,0,Fear
8,13,337,rogue,0,Fear
6,7,337,rogue,0,Fear
18,15,337,rogue,0,Fear
20,19,337,rogue,0,Anger
3,8,337,rogue,0,Sadness
17,25,337,rogue,0,Disgust
9,4,337,rogue,0,Fear
4,29,337,rogue,0,Disgust
10,6,337,rogue,0,Fear
30,9,222,senate,0,Trust
4,25,222,senate,0,Trust
18,13,222,senate,0,Anticipation
9,4,222,senate,0,Trust
21,4,222,senate,0,Trust
13,10,222,senate,0,Disgust
1,36,222,senate,0,Trust
15,10,222,senate,0,Disgust
6,4,222,senate,0,Trust
14,5,222,senate,0,Fear
3,5,162,penetration,0,Disgust
31,21,162,penetration,0,Disgust
8,34,162,penetration,0,Joy
1,19,162,penetration,0,Anticipation
9,9,162,penetration,0,Fear
4,33,162,penetration,0,Anticipation
32,9,162,penetration,0,Joy
10,6,162,penetration,0,Surprise
6,5,162,penetration,0,Anticipation
13,18,162,penetration,0,Fear
17,11,108,saddened,sadness,Sadness
6,4,108,saddened,sadness,Sadness
1,66,108,saddened,sadness,Sadness
3,5,108,saddened,sadness,Sadness
13,30,108,saddened,sadness,Sadness
9,5,108,saddened,sadness,Sadness
7,15,108,saddened,sadness,Sadness
33,4,108,saddened,sadness,Sadness
34,5,108,saddened,sadness,Sadness
8,17,108,saddened,sadness,Sadness
4,19,104,virtuous,0,Trust
6,6,104,virtuous,0,Trust
14,4,104,virtuous,0,Trust
1,19,104,virtuous,0,Anger
12,54,104,virtuous,0,Trust
9,5,104,virtuous,0,Trust
8,8,104,virtuous,0,Trust
3,6,104,virtuous,0,Trust
29,13,104,virtuous,0,Trust
18,11,104,virtuous,0,Trust
3,5,463,picturesque,0,Joy
20,12,463,picturesque,0,Joy
8,27,463,picturesque,0,Joy
18,7,463,picturesque,0,Joy
1,32,463,picturesque,0,Joy
11,8,463,picturesque,0,Joy
19,18,463,picturesque,0,Joy
6,8,463,picturesque,0,Joy
13,23,463,picturesque,0,Fear
4,20,463,picturesque,0,Joy
2,6,221,discomfort,0,Disgust
10,17,221,discomfort,0,Disgust
15,104,221,discomfort,0,Sadness
9,4,221,discomfort,0,Sadness
6,7,221,discomfort,0,Disgust
1,40,221,discomfort,0,Disgust
13,21,221,discomfort,0,Disgust
20,18,221,discomfort,0,Disgust
3,5,221,discomfort,0,Fear
21,4,221,discomfort,0,Disgust
1,20,402,uninvited,0,Anticipation
8,22,402,uninvited,0,Disgust
4,5,402,uninvited,0,Disgust
29,7,402,uninvited,0,Surprise
5,21,402,uninvited,0,Surprise
3,5,402,uninvited,0,Surprise
19,27,402,uninvited,0,Sadness
7,20,402,uninvited,0,Anger
13,76,402,uninvited,0,Sadness
6,7,402,uninvited,0,Disgust
16,5,42,tribune,0,Trust
7,7,42,tribune,0,Trust
9,3,42,tribune,0,Trust
6,6,42,tribune,0,Trust
8,16,42,tribune,0,Trust
10,4,42,tribune,0,Trust
3,6,42,tribune,0,Trust
4,10,42,tribune,0,Anticipation
13,32,42,tribune,0,Fear
1,19,42,tribune,0,Anticipation
8,14,472,auspicious,0,Trust
1,47,472,auspicious,0,Joy
18,10,472,auspicious,0,Anticipation
19,9,472,auspicious,0,Trust
21,4,472,auspicious,0,Surprise
7,21,472,auspicious,0,Fear
35,18,472,auspicious,0,Joy
3,8,472,auspicious,0,Surprise
4,7,472,auspicious,0,Joy
6,22,472,auspicious,0,Anticipation
14,4,44,organization,0,Trust
13,97,44,organization,0,Disgust
10,4,44,organization,0,Trust
15,5,44,organization,0,Trust
4,6,44,organization,0,Trust
36,5,44,organization,0,Trust
3,5,44,organization,0,Trust
9,5,44,organization,0,Trust
8,6,44,organization,0,Trust
1,40,44,organization,0,Joy
6,3,64,disgustful,disgust,Disgust
13,26,64,disgustful,disgust,Disgust
3,5,64,disgustful,disgust,Disgust
1,23,64,disgustful,disgust,Disgust
21,4,64,disgustful,disgust,Disgust
18,6,64,disgustful,disgust,Disgust
9,4,64,disgustful,disgust,Disgust
8,36,64,disgustful,disgust,Disgust
25,10,64,disgustful,disgust,Disgust
19,84,64,disgustful,disgust,Disgust
8,13,563,feared,fear,Fear
28,4,563,feared,fear,Fear
3,4,563,feared,fear,Fear
18,6,563,feared,fear,Fear
21,4,563,feared,fear,Fear
16,4,563,feared,fear,Fear
9,4,563,feared,fear,Fear
14,4,563,feared,fear,Fear
6,4,563,feared,fear,Fear
1,35,563,feared,fear,Fear
11,11,412,exasperation,0,Anger
4,19,412,exasperation,0,Anger
18,15,412,exasperation,0,Disgust
9,5,412,exasperation,0,Disgust
10,10,412,exasperation,0,Anger
1,57,412,exasperation,0,Anticipation
7,10,412,exasperation,0,Anticipation
13,116,412,exasperation,0,Fear
8,21,412,exasperation,0,Anger
3,3,412,exasperation,0,Disgust
3,4,184,saddened,sadness,Sadness
33,4,184,saddened,sadness,Sadness
1,20,184,saddened,sadness,Sadness
6,5,184,saddened,sadness,Sadness
37,13,184,saddened,sadness,Sadness
7,6,184,saddened,sadness,Sadness
10,4,184,saddened,sadness,Sadness
5,9,184,saddened,sadness,Sadness
21,3,184,saddened,sadness,Sadness
4,7,184,saddened,sadness,Sadness
8,13,447,anticipated,anticipation,Anticipation
3,4,447,anticipated,anticipation,Anticipation
6,4,447,anticipated,anticipation,Anticipation
38,8,447,anticipated,anticipation,Anticipation
34,7,447,anticipated,anticipation,Anticipation
10,4,447,anticipated,anticipation,Anticipation
22,4,447,anticipated,anticipation,Anticipation
4,8,447,anticipated,anticipation,Anticipation
1,34,447,anticipated,anticipation,Anticipation
13,20,447,anticipated,anticipation,Anticipation
3,14,382,dandy,0,Surprise
1,19,382,dandy,0,Sadness
20,19,382,dandy,0,Surprise
6,6,382,dandy,0,Joy
8,21,382,dandy,0,Joy
9,6,382,dandy,0,Disgust
5,10,382,dandy,0,Joy
4,22,382,dandy,0,Joy
7,30,382,dandy,0,Trust
13,17,382,dandy,0,Fear
8,26,186,culinary,0,Trust
6,9,186,culinary,0,Joy
23,7,186,culinary,0,Anticipation
3,7,186,culinary,0,Anticipation
20,6,186,culinary,0,Joy
35,19,186,culinary,0,Anticipation
4,25,186,culinary,0,Joy
7,21,186,culinary,0,Fear
1,25,186,culinary,0,Anticipation
9,5,186,culinary,0,Trust
7,17,139,reward,0,Joy
16,6,139,reward,0,Joy
8,8,139,reward,0,Joy
6,4,139,reward,0,Anticipation
13,32,139,reward,0,Joy
21,4,139,reward,0,Joy
9,6,139,reward,0,Surprise
1,18,139,reward,0,Joy
4,29,139,reward,0,Joy
2,9,139,reward,0,Joy
8,64,267,beautiful,0,Joy
11,8,267,beautiful,0,Joy
4,10,267,beautiful,0,Joy
10,7,267,beautiful,0,Joy
3,4,267,beautiful,0,Joy
6,4,267,beautiful,0,Joy
19,36,267,beautiful,0,Joy
9,4,267,beautiful,0,Joy
7,10,267,beautiful,0,Joy
1,19,267,beautiful,0,Joy
8,17,435,vow,0,Trust
14,4,435,vow,0,Trust
3,5,435,vow,0,Trust
9,4,435,vow,0,Trust
1,21,435,vow,0,Joy
18,12,435,vow,0,Trust
10,7,435,vow,0,Anticipation
19,41,435,vow,0,Trust
13,26,435,vow,0,Sadness
6,4,435,vow,0,Trust
6,8,295,reparation,0,Trust
7,20,295,reparation,0,Trust
3,8,295,reparation,0,Anticipation
2,12,295,reparation,0,Anticipation
18,14,295,reparation,0,Anger
10,4,295,reparation,0,Anticipation
9,6,295,reparation,0,Anticipation
1,19,295,reparation,0,Joy
20,12,295,reparation,0,Trust
4,37,295,reparation,0,Trust
4,39,77,robbery,0,Fear
9,9,77,robbery,0,Anger
15,8,77,robbery,0,Disgust
3,4,77,robbery,0,Anger
10,14,77,robbery,0,Fear
13,37,77,robbery,0,Fear
1,23,77,robbery,0,Fear
7,28,77,robbery,0,Fear
17,7,77,robbery,0,Fear
39,47,77,robbery,0,Fear
2,11,78,unaccountable,0,Disgust
8,16,78,unaccountable,0,Disgust
5,14,78,unaccountable,0,Fear
6,8,78,unaccountable,0,Fear
19,9,78,unaccountable,0,Disgust
1,23,78,unaccountable,0,Disgust
11,11,78,unaccountable,0,Trust
3,7,78,unaccountable,0,Surprise
9,8,78,unaccountable,0,Sadness
4,10,78,unaccountable,0,Disgust
30,28,275,preclude,0,Anticipation
3,10,275,preclude,0,Anticipation
9,3,275,preclude,0,Trust
1,23,275,preclude,0,Disgust
10,7,275,preclude,0,Anticipation
8,16,275,preclude,0,Fear
13,22,275,preclude,0,Trust
6,5,275,preclude,0,Anticipation
14,55,275,preclude,0,Surprise
4,28,275,preclude,0,Disgust
3,5,569,stab,0,Anger
10,5,569,stab,0,Fear
6,6,569,stab,0,Fear
1,28,569,stab,0,Disgust
13,40,569,stab,0,Fear
8,15,569,stab,0,Trust
17,9,569,stab,0,Fear
4,9,569,stab,0,Fear
18,14,569,stab,0,Anger
7,14,569,stab,0,Fear
6,3,219,disgusting,disgust,Disgust
18,7,219,disgusting,disgust,Disgust
8,12,219,disgusting,disgust,Disgust
11,8,219,disgusting,disgust,Disgust
16,5,219,disgusting,disgust,Disgust
9,10,219,disgusting,disgust,Disgust
12,6,219,disgusting,disgust,Disgust
10,4,219,disgusting,disgust,Disgust
25,10,219,disgusting,disgust,Disgust
4,8,219,disgusting,disgust,Disgust
6,5,58,spat,0,Anger
13,22,58,spat,0,Fear
18,8,58,spat,0,Anger
1,26,58,spat,0,Anger
19,13,58,spat,0,Anger
2,5,58,spat,0,Anger
3,4,58,spat,0,Anger
23,5,58,spat,0,Disgust
9,6,58,spat,0,Disgust
5,35,58,spat,0,Anger
6,10,296,clap,0,Joy
11,8,296,clap,0,Joy
9,4,296,clap,0,Joy
4,8,296,clap,0,Joy
7,21,296,clap,0,Joy
3,5,296,clap,0,Joy
13,21,296,clap,0,Joy
8,17,296,clap,0,Joy
1,21,296,clap,0,Joy
16,7,296,clap,0,Joy
2,6,198,acrobat,0,Surprise
13,21,198,acrobat,0,Fear
9,9,198,acrobat,0,Joy
1,20,198,acrobat,0,Fear
3,5,198,acrobat,0,Surprise
7,14,198,acrobat,0,Anticipation
4,25,198,acrobat,0,Surprise
6,4,198,acrobat,0,Surprise
18,10,198,acrobat,0,Joy
8,9,198,acrobat,0,Trust
36,4,225,scorn,0,Disgust
16,4,225,scorn,0,Anger
8,18,225,scorn,0,Disgust
2,6,225,scorn,0,Anger
25,11,225,scorn,0,Disgust
10,12,225,scorn,0,Anger
4,18,225,scorn,0,Disgust
7,7,225,scorn,0,Anger
6,4,225,scorn,0,Anger
1,19,225,scorn,0,Disgust
14,12,271,insolvency,0,Fear
13,20,271,insolvency,0,Sadness
17,69,271,insolvency,0,Anger
1,90,271,insolvency,0,Joy
4,20,271,insolvency,0,Sadness
29,7,271,insolvency,0,Trust
10,6,271,insolvency,0,Fear
40,12,271,insolvency,0,Sadness
7,19,271,insolvency,0,Disgust
6,8,271,insolvency,0,Sadness
10,6,43,shun,0,Disgust
1,43,43,shun,0,Anticipation
11,15,43,shun,0,Sadness
17,15,43,shun,0,Anger
6,6,43,shun,0,Disgust
4,22,43,shun,0,Disgust
14,5,43,shun,0,Disgust
3,6,43,shun,0,Disgust
13,17,43,shun,0,Anger
8,29,43,shun,0,Sadness
3,7,507,inaugural,0,Surprise
13,23,507,inaugural,0,Joy
8,15,507,inaugural,0,Joy
32,11,507,inaugural,0,Disgust
6,4,507,inaugural,0,Anticipation
7,29,507,inaugural,0,Surprise
1,20,507,inaugural,0,Sadness
12,14,507,inaugural,0,Anticipation
2,9,507,inaugural,0,Anticipation
4,16,507,inaugural,0,Anticipation
6,7,483,bitterly,0,Anger
15,5,483,bitterly,0,Anger
1,19,483,bitterly,0,Disgust
9,5,483,bitterly,0,Disgust
4,8,483,bitterly,0,Disgust
7,26,483,bitterly,0,Fear
3,8,483,bitterly,0,Disgust
8,22,483,bitterly,0,Anger
18,16,483,bitterly,0,Anger
10,5,483,bitterly,0,Anger
10,3,208,surprised,surprise,Surprise
41,4,208,surprised,surprise,Surprise
6,4,208,surprised,surprise,Surprise
29,5,208,surprised,surprise,Surprise
9,4,208,surprised,surprise,Surprise
14,4,208,surprised,surprise,Surprise
17,61,208,surprised,surprise,Surprise
4,5,208,surprised,surprise,Surprise
1,40,208,surprised,surprise,Surprise
12,4,208,surprised,surprise,Surprise
3,6,164,oust,0,Anger
21,5,164,oust,0,Disgust
4,24,164,oust,0,Sadness
13,20,164,oust,0,Trust
42,24,164,oust,0,Sadness
19,17,164,oust,0,Fear
6,9,164,oust,0,Surprise
9,12,164,oust,0,Disgust
1,26,164,oust,0,Disgust
10,4,164,oust,0,Surprise
1,32,481,accidental,0,Surprise
3,6,481,accidental,0,Surprise
14,4,481,accidental,0,Surprise
13,30,481,accidental,0,Sadness
2,6,481,accidental,0,Surprise
8,18,481,accidental,0,Fear
6,6,481,accidental,0,Surprise
16,5,481,accidental,0,Surprise
7,17,481,accidental,0,Fear
9,7,481,accidental,0,Surprise
9,4,192,intelligence,0,Trust
3,5,192,intelligence,0,Trust
6,4,192,intelligence,0,Trust
1,18,192,intelligence,0,Joy
11,10,192,intelligence,0,Trust
8,7,192,intelligence,0,Trust
4,25,192,intelligence,0,Anticipation
21,6,192,intelligence,0,Trust
7,13,192,intelligence,0,Joy
18,14,192,intelligence,0,Trust
23,3,182,mate,0,Trust
3,5,182,mate,0,Joy
20,25,182,mate,0,Joy
8,8,182,mate,0,Trust
4,7,182,mate,0,Trust
7,13,182,mate,0,Trust
19,7,182,mate,0,Trust
1,39,182,mate,0,Joy
6,6,182,mate,0,Joy
2,5,182,mate,0,Trust
6,4,330,timid,0,Fear
4,8,330,timid,0,Anger
19,35,330,timid,0,Anger
7,15,330,timid,0,Joy
8,12,330,timid,0,Fear
3,6,330,timid,0,Fear
1,18,330,timid,0,Disgust
30,8,330,timid,0,Fear
20,11,330,timid,0,Disgust
9,5,330,timid,0,Fear
9,3,156,beam,0,Joy
19,14,156,beam,0,Trust
8,14,156,beam,0,Trust
6,5,156,beam,0,Joy
2,7,156,beam,0,Joy
1,104,156,beam,0,Fear
4,34,156,beam,0,Surprise
7,10,156,beam,0,Surprise
23,4,156,beam,0,Joy
3,4,156,beam,0,Joy
4,22,168,immediacy,0,Surprise
2,18,168,immediacy,0,Surprise
7,12,168,immediacy,0,Trust
3,5,168,immediacy,0,Anticipation
9,6,168,immediacy,0,Anticipation
1,30,168,immediacy,0,Disgust
10,5,168,immediacy,0,Trust
5,27,168,immediacy,0,Anticipation
6,4,168,immediacy,0,Anticipation
13,103,168,immediacy,0,Trust
18,11,529,contributor,0,Trust
4,26,529,contributor,0,Joy
10,6,529,contributor,0,Trust
23,4,529,contributor,0,Trust
1,24,529,contributor,0,Anger
6,6,529,contributor,0,Trust
21,5,529,contributor,0,Trust
3,6,529,contributor,0,Trust
7,21,529,contributor,0,Trust
13,39,529,contributor,0,Trust
8,16,479,fury,0,Anger
1,19,479,fury,0,Fear
7,13,479,fury,0,Fear
17,18,479,fury,0,Fear
16,5,479,fury,0,Anger
10,5,479,fury,0,Anger
13,111,479,fury,0,Fear
4,24,479,fury,0,Fear
9,36,479,fury,0,Anger
3,4,479,fury,0,Anger
25,7,520,harbinger,0,Anticipation
9,4,520,harbinger,0,Fear
18,9,520,harbinger,0,Anticipation
11,9,520,harbinger,0,Trust
13,12,520,harbinger,0,Fear
1,21,520,harbinger,0,Sadness
19,26,520,harbinger,0,Trust
8,25,520,harbinger,0,Trust
6,4,520,harbinger,0,Anticipation
43,6,520,harbinger,0,Anticipation
36,4,278,joyous,joy,Joy
2,5,278,joyous,joy,Joy
13,26,278,joyous,joy,Joy
4,6,278,joyous,joy,Joy
19,41,278,joyous,joy,Joy
16,5,278,joyous,joy,Joy
22,7,278,joyous,joy,Joy
41,5,278,joyous,joy,Joy
9,4,278,joyous,joy,Joy
1,18,278,joyous,joy,Joy
11,7,328,horrifying,0,Fear
18,10,328,horrifying,0,Fear
36,4,328,horrifying,0,Fear
4,15,328,horrifying,0,Fear
21,8,328,horrifying,0,Fear
10,9,328,horrifying,0,Disgust
13,25,328,horrifying,0,Fear
1,19,328,horrifying,0,Fear
8,17,328,horrifying,0,Fear
7,11,328,horrifying,0,Fear
4,10,511,healing,0,Trust
7,17,511,healing,0,Trust
8,15,511,healing,0,Joy
10,4,511,healing,0,Anticipation
19,38,511,healing,0,Trust
21,3,511,healing,0,Sadness
13,22,511,healing,0,Surprise
15,15,511,healing,0,Trust
6,6,511,healing,0,Joy
1,27,511,healing,0,Joy
6,5,144,cult,0,Fear
8,13,144,cult,0,Trust
19,25,144,cult,0,Trust
3,7,144,cult,0,Disgust
1,22,144,cult,0,Anticipation
35,19,144,cult,0,Fear
18,6,144,cult,0,Fear
4,6,144,cult,0,Fear
9,7,144,cult,0,Fear
10,6,144,cult,0,Fear
21,4,86,truth,0,Trust
9,4,86,truth,0,Trust
3,4,86,truth,0,Trust
12,5,86,truth,0,Trust
1,18,86,truth,0,Trust
18,10,86,truth,0,Trust
8,20,86,truth,0,Trust
38,7,86,truth,0,Trust
4,6,86,truth,0,Trust
6,4,86,truth,0,Trust
22,11,114,honesty,0,Trust
16,6,114,honesty,0,Trust
8,19,114,honesty,0,Trust
3,4,114,honesty,0,Trust
13,21,114,honesty,0,Trust
4,26,114,honesty,0,Trust
6,4,114,honesty,0,Trust
1,50,114,honesty,0,Trust
21,6,114,honesty,0,Trust
9,4,114,honesty,0,Trust
9,5,540,unsettled,0,Disgust
3,4,540,unsettled,0,Anticipation
4,8,540,unsettled,0,Sadness
8,24,540,unsettled,0,Disgust
6,4,540,unsettled,0,Fear
1,23,540,unsettled,0,Sadness
13,14,540,unsettled,0,Sadness
7,9,540,unsettled,0,Sadness
10,22,540,unsettled,0,Fear
11,10,540,unsettled,0,Fear
1,23,401,accidentally,0,Sadness
