worker,time,row,term,objective,answer
29,11,9,harbinger,0,Anticipation
14,5,9,harbinger,0,Fear
12,15,9,harbinger,0,Anticipation
2,23,9,harbinger,0,Trust
7,18,9,harbinger,0,Anticipation
8,24,9,harbinger,0,Trust
11,4,9,harbinger,0,Fear
9,22,9,harbinger,0,Fear
1,16,9,harbinger,0,Trust
4,19,9,harbinger,0,Fear
30,4,601,surprising,surprise,Surprise
8,74,601,surprising,surprise,Surprise
5,27,601,surprising,surprise,Surprise
22,5,601,surprising,surprise,Surprise
2,7,601,surprising,surprise,Surprise
3,15,601,surprising,surprise,Surprise
25,11,601,surprising,surprise,Surprise
7,17,601,surprising,surprise,Surprise
4,6,601,surprising,surprise,Surprise
18,5,601,surprising,surprise,Surprise
5,78,411,surprising,surprise,Surprise
1,9,411,surprising,surprise,Surprise
3,49,411,surprising,surprise,Surprise
7,10,411,surprising,surprise,Surprise
26,4,411,surprising,surprise,Surprise
8,24,411,surprising,surprise,Surprise
24,7,411,surprising,surprise,Surprise
10,3,411,surprising,surprise,Surprise
29,11,411,surprising,surprise,Surprise
18,6,411,surprising,surprise,Surprise
2,27,206,despicable,0,Disgust
24,13,206,despicable,0,Disgust
25,29,206,despicable,0,Anger
9,8,206,despicable,0,Disgust
7,29,206,despicable,0,Disgust
4,13,206,despicable,0,Disgust
8,30,206,despicable,0,Disgust
16,16,206,despicable,0,Disgust
20,7,206,despicable,0,Disgust
37,9,206,despicable,0,Disgust
5,24,10,feared,fear,Fear
2,10,10,feared,fear,Fear
7,7,10,feared,fear,Fear
18,5,10,feared,fear,Fear
38,19,10,feared,fear,Fear
1,10,10,feared,fear,Fear
25,11,10,feared,fear,Fear
4,6,10,feared,fear,Fear
20,5,10,feared,fear,Fear
8,20,10,feared,fear,Fear
25,35,602,unreliable,0,Sadness
7,8,602,unreliable,0,Disgust
18,8,602,unreliable,0,Trust
4,16,602,unreliable,0,Fear
1,20,602,unreliable,0,Trust
8,28,602,unreliable,0,Anticipation
39,15,602,unreliable,0,Disgust
9,23,602,unreliable,0,Anger
40,74,602,unreliable,0,Surprise
6,10,602,unreliable,0,Sadness
3,8,412,comrade,0,Trust
39,30,412,comrade,0,Trust
1,9,412,comrade,0,Trust
25,75,412,comrade,0,Trust
23,85,412,comrade,0,Trust
32,9,412,comrade,0,Trust
4,6,412,comrade,0,Trust
8,30,412,comrade,0,Anticipation
2,33,412,comrade,0,Trust
6,14,412,comrade,0,Sadness
3,8,207,disgusted,disgust,Disgust
9,7,207,disgusted,disgust,Disgust
18,6,207,disgusted,disgust,Disgust
5,10,207,disgusted,disgust,Disgust
33,3,207,disgusted,disgust,Disgust
23,69,207,disgusted,disgust,Disgust
20,5,207,disgusted,disgust,Disgust
8,44,207,disgusted,disgust,Disgust
2,63,207,disgusted,disgust,Disgust
7,13,207,disgusted,disgust,Disgust
25,20,11,anticipating,anticipation,Anticipation
8,18,11,anticipating,anticipation,Anticipation
27,6,11,anticipating,anticipation,Anticipation
7,21,11,anticipating,anticipation,Anticipation
23,29,11,anticipating,anticipation,Anticipation
20,3,11,anticipating,anticipation,Anticipation
18,8,11,anticipating,anticipation,Anticipation
9,8,11,anticipating,anticipation,Anticipation
39,9,11,anticipating,anticipation,Anticipation
1,9,11,anticipating,anticipation,Anticipation
1,12,413,unfriendly,0,Anger
11,8,413,unfriendly,0,Sadness
7,9,413,unfriendly,0,Disgust
3,18,413,unfriendly,0,Fear
25,12,413,unfriendly,0,Anger
2,13,413,unfriendly,0,Fear
8,38,413,unfriendly,0,Sadness
19,56,413,unfriendly,0,Sadness
9,14,413,unfriendly,0,Sadness
16,21,413,unfriendly,0,Sadness
7,35,603,attainable,0,Trust
9,7,603,attainable,0,Joy
3,7,603,attainable,0,Anticipation
23,36,603,attainable,0,Trust
4,15,603,attainable,0,Trust
25,25,603,attainable,0,Trust
31,10,603,attainable,0,Anticipation
1,15,603,attainable,0,Joy
8,26,603,attainable,0,Anticipation
2,36,603,attainable,0,Trust
2,17,208,disgusted,disgust,Disgust
1,9,208,disgusted,disgust,Disgust
16,109,208,disgusted,disgust,Disgust
18,7,208,disgusted,disgust,Disgust
27,5,208,disgusted,disgust,Disgust
19,87,208,disgusted,disgust,Disgust
7,9,208,disgusted,disgust,Disgust
10,4,208,disgusted,disgust,Disgust
30,4,208,disgusted,disgust,Disgust
8,28,208,disgusted,disgust,Disgust
16,10,12,angering,anger,Anger
7,8,12,angering,anger,Anger
18,8,12,angering,anger,Anger
8,24,12,angering,anger,Anger
27,4,12,angering,anger,Anger
41,18,12,angering,anger,Anger
20,4,12,angering,anger,Anger
30,3,12,angering,anger,Anger
25,35,12,angering,anger,Anger
23,26,12,angering,anger,Anger
24,5,604,feared,fear,Fear
1,9,604,feared,fear,Fear
2,62,604,feared,fear,Fear
18,7,604,feared,fear,Fear
7,6,604,feared,fear,Fear
22,4,604,feared,fear,Fear
42,19,604,feared,fear,Fear
12,9,604,feared,fear,Fear
16,12,604,feared,fear,Anticipation
8,35,604,feared,fear,Fear
1,9,414,surprising,surprise,Surprise
23,25,414,surprising,surprise,Surprise
19,5,414,surprising,surprise,Surprise
17,3,414,surprising,surprise,Surprise
8,20,414,surprising,surprise,Surprise
7,8,414,surprising,surprise,Surprise
18,6,414,surprising,surprise,Surprise
9,8,414,surprising,surprise,Surprise
11,4,414,surprising,surprise,Surprise
2,16,414,surprising,surprise,Surprise
23,66,209,detonation,0,Fear
5,37,209,detonation,0,Fear
3,8,209,detonation,0,Fear
8,19,209,detonation,0,Disgust
7,28,209,detonation,0,Anticipation
29,29,209,detonation,0,Fear
12,13,209,detonation,0,Anticipation
1,18,209,detonation,0,Fear
21,16,209,detonation,0,Fear
14,5,209,detonation,0,Anger
12,15,13,homework,0,Anticipation
16,18,13,homework,0,Disgust
11,6,13,homework,0,Trust
8,20,13,homework,0,Joy
5,24,13,homework,0,Sadness
19,10,13,homework,0,Sadness
4,11,13,homework,0,Joy
1,16,13,homework,0,Anticipation
7,10,13,homework,0,Anticipation
2,51,13,homework,0,Joy
9,12,605,elevation,0,Anticipation
4,7,605,elevation,0,Trust
2,17,605,elevation,0,Trust
7,11,605,elevation,0,Joy
39,80,605,elevation,0,Joy
25,32,605,elevation,0,Trust
1,10,605,elevation,0,Fear
12,13,605,elevation,0,Joy
8,28,605,elevation,0,Joy
3,9,605,elevation,0,Joy
30,3,415,anticipated,anticipation,Anticipation
25,25,415,anticipated,anticipation,Anticipation
2,8,415,anticipated,anticipation,Anticipation
31,6,415,anticipated,anticipation,Anticipation
9,7,415,anticipated,anticipation,Anticipation
8,14,415,anticipated,anticipation,Anticipation
7,6,415,anticipated,anticipation,Anticipation
18,4,415,anticipated,anticipation,Anticipation
19,100,415,anticipated,anticipation,Anticipation
6,11,415,anticipated,anticipation,Trust
12,12,14,devilish,0,Fear
4,12,14,devilish,0,Fear
2,23,14,devilish,0,Disgust
5,81,14,devilish,0,Fear
8,34,14,devilish,0,Anger
7,23,14,devilish,0,Anger
11,4,14,devilish,0,Anger
1,20,14,devilish,0,Anger
9,13,14,devilish,0,Anticipation
14,6,14,devilish,0,Anger
7,14,210,fears,fear,Fear
5,27,210,fears,fear,Fear
30,4,210,fears,fear,Fear
20,4,210,fears,fear,Fear
28,14,210,fears,fear,Fear
24,7,210,fears,fear,Fear
18,5,210,fears,fear,Fear
8,20,210,fears,fear,Fear
25,16,210,fears,fear,Fear
12,24,210,fears,fear,Fear
18,6,416,joyous,joy,Joy
9,8,416,joyous,joy,Joy
10,4,416,joyous,joy,Joy
24,6,416,joyous,joy,Joy
1,8,416,joyous,joy,Joy
30,3,416,joyous,joy,Joy
39,12,416,joyous,joy,Joy
8,32,416,joyous,joy,Joy
2,7,416,joyous,joy,Joy
7,8,416,joyous,joy,Joy
8,23,606,shoulder,0,Joy
7,9,606,shoulder,0,Trust
4,7,606,shoulder,0,Trust
5,43,606,shoulder,0,Trust
34,6,606,shoulder,0,Trust
10,12,606,shoulder,0,Trust
2,48,606,shoulder,0,Trust
43,21,606,shoulder,0,Disgust
1,15,606,shoulder,0,Trust
11,4,606,shoulder,0,Trust
44,5,15,dart,0,Surprise
7,30,15,dart,0,Anticipation
2,43,15,dart,0,Joy
1,10,15,dart,0,Surprise
4,16,15,dart,0,Joy
12,17,15,dart,0,Surprise
8,19,15,dart,0,Joy
16,14,15,dart,0,Anticipation
9,7,15,dart,0,Fear
20,4,15,dart,0,Joy
7,20,211,disparaging,0,Disgust
14,9,211,disparaging,0,Anger
20,3,211,disparaging,0,Disgust
25,28,211,disparaging,0,Trust
32,9,211,disparaging,0,Sadness
3,8,211,disparaging,0,Anger
4,11,211,disparaging,0,Fear
1,15,211,disparaging,0,Anger
12,9,211,disparaging,0,Anger
8,23,211,disparaging,0,Sadness
43,11,417,uplift,0,Joy
12,70,417,uplift,0,Joy
5,52,417,uplift,0,Trust
2,8,417,uplift,0,Trust
23,43,417,uplift,0,Trust
9,7,417,uplift,0,Joy
8,23,417,uplift,0,Joy
7,10,417,uplift,0,Joy
19,6,417,uplift,0,Joy
45,7,417,uplift,0,Joy
5,16,16,preparatory,0,Trust
11,6,16,preparatory,0,Anticipation
7,17,16,preparatory,0,Anticipation
12,57,16,preparatory,0,Anticipation
8,16,16,preparatory,0,Joy
2,47,16,preparatory,0,Trust
3,7,16,preparatory,0,Anticipation
10,5,16,preparatory,0,Anticipation
4,13,16,preparatory,0,Anticipation
46,7,16,preparatory,0,Anticipation
10,4,212,affliction,0,Sadness
11,4,212,affliction,0,Sadness
4,20,212,affliction,0,Fear
5,48,212,affliction,0,Sadness
1,15,212,affliction,0,Sadness
7,38,212,affliction,0,Sadness
20,4,212,affliction,0,Sadness
29,14,212,affliction,0,Sadness
12,52,212,affliction,0,Disgust
8,20,212,affliction,0,Anger
12,9,607,vicar,0,Trust
1,36,607,vicar,0,Trust
14,6,607,vicar,0,Trust
7,30,607,vicar,0,Trust
8,19,607,vicar,0,Disgust
32,8,607,vicar,0,Trust
11,5,607,vicar,0,Trust
5,35,607,vicar,0,Trust
34,33,607,vicar,0,Fear
39,21,607,vicar,0,Trust
30,5,17,magician,0,Surprise
1,14,17,magician,0,Joy
2,48,17,magician,0,Joy
8,22,17,magician,0,Joy
7,8,17,magician,0,Surprise
11,5,17,magician,0,Surprise
9,9,17,magician,0,Anticipation
12,11,17,magician,0,Surprise
39,7,17,magician,0,Anticipation
5,16,17,magician,0,Anticipation
1,23,418,jeopardize,0,Trust
19,6,418,jeopardize,0,Fear
40,31,418,jeopardize,0,Disgust
7,30,418,jeopardize,0,Fear
8,18,418,jeopardize,0,Joy
4,16,418,jeopardize,0,Fear
23,57,418,jeopardize,0,Fear
25,24,418,jeopardize,0,Fear
28,9,418,jeopardize,0,Fear
2,64,418,jeopardize,0,Sadness
3,11,213,libel,0,Fear
23,71,213,libel,0,Disgust
7,44,213,libel,0,Disgust
9,37,213,libel,0,Anger
31,11,213,libel,0,Anger
1,16,213,libel,0,Fear
2,29,213,libel,0,Disgust
8,28,213,libel,0,Joy
12,12,213,libel,0,Anger
16,31,213,libel,0,Fear
5,43,608,horrified,0,Fear
18,6,608,horrified,0,Fear
3,10,608,horrified,0,Fear
11,5,608,horrified,0,Fear
1,9,608,horrified,0,Fear
20,4,608,horrified,0,Fear
8,20,608,horrified,0,Fear
4,7,608,horrified,0,Fear
34,6,608,horrified,0,Sadness
7,8,608,horrified,0,Fear
22,5,419,hearing,0,Anticipation
8,40,419,hearing,0,Joy
1,17,419,hearing,0,Trust
14,6,419,hearing,0,Trust
3,11,419,hearing,0,Anticipation
11,4,419,hearing,0,Trust
9,15,419,hearing,0,Anticipation
7,11,419,hearing,0,Trust
2,14,419,hearing,0,Anticipation
12,29,419,hearing,0,Surprise
12,19,420,taboo,0,Fear
2,22,420,taboo,0,Fear
29,18,420,taboo,0,Fear
8,22,420,taboo,0,Joy
47,8,420,taboo,0,Anticipation
1,12,420,taboo,0,Fear
48,26,420,taboo,0,Sadness
5,21,420,taboo,0,Sadness
24,10,420,taboo,0,Fear
9,13,420,taboo,0,Fear
23,44,214,egotistical,0,Anger
8,27,214,egotistical,0,Anger
4,18,214,egotistical,0,Disgust
9,13,214,egotistical,0,Anger
20,6,214,egotistical,0,Joy
1,22,214,egotistical,0,Disgust
5,26,214,egotistical,0,Disgust
7,8,214,egotistical,0,Disgust
2,49,214,egotistical,0,Anger
11,8,214,egotistical,0,Disgust
22,7,609,vindicate,0,Joy
20,5,609,vindicate,0,Trust
8,30,609,vindicate,0,Anticipation
1,19,609,vindicate,0,Joy
4,15,609,vindicate,0,Anticipation
5,25,609,vindicate,0,Trust
9,8,609,vindicate,0,Anger
16,15,609,vindicate,0,Joy
12,12,609,vindicate,0,Trust
7,35,609,vindicate,0,Trust
49,6,18,trusting,trust,Trust
24,6,18,trusting,trust,Trust
39,8,18,trusting,trust,Trust
19,4,18,trusting,trust,Trust
7,8,18,trusting,trust,Trust
8,31,18,trusting,trust,Trust
23,43,18,trusting,trust,Trust
30,3,18,trusting,trust,Trust
25,10,18,trusting,trust,Trust
18,7,18,trusting,trust,Trust
18,5,215,feared,fear,Fear
20,4,215,feared,fear,Fear
30,4,215,feared,fear,Fear
5,11,215,feared,fear,Fear
8,20,215,feared,fear,Fear
9,9,215,feared,fear,Fear
7,7,215,feared,fear,Fear
24,20,215,feared,fear,Fear
4,5,215,feared,fear,Fear
1,9,215,feared,fear,Fear
18,7,610,saddened,sadness,Sadness
30,5,610,saddened,sadness,Sadness
23,34,610,saddened,sadness,Sadness
25,11,610,saddened,sadness,Sadness
2,14,610,saddened,sadness,Sadness
16,12,610,saddened,sadness,Sadness
39,11,610,saddened,sadness,Sadness
24,6,610,saddened,sadness,Sadness
8,23,610,saddened,sadness,Sadness
20,3,610,saddened,sadness,Sadness
36,7,19,sad,sadness,Sadness
30,3,19,sad,sadness,Sadness
8,23,19,sad,sadness,Sadness
5,23,19,sad,sadness,Sadness
18,7,19,sad,sadness,Sadness
7,17,19,sad,sadness,Sadness
10,3,19,sad,sadness,Sadness
20,5,19,sad,sadness,Sadness
2,29,19,sad,sadness,Sadness
24,6,19,sad,sadness,Sadness
46,28,216,doubtless,0,Trust
20,5,216,doubtless,0,Trust
12,18,216,doubtless,0,Trust
4,11,216,doubtless,0,Trust
8,35,216,doubtless,0,Anticipation
7,19,216,doubtless,0,Trust
11,5,216,doubtless,0,Trust
1,14,216,doubtless,0,Trust
14,11,216,doubtless,0,Trust
31,13,216,doubtless,0,Trust
9,12,611,tussle,0,Fear
7,25,611,tussle,0,Anticipation
8,27,611,tussle,0,Trust
13,18,611,tussle,0,Surprise
32,9,611,tussle,0,Anger
1,11,611,tussle,0,Anger
2,27,611,tussle,0,Trust
15,26,611,tussle,0,Joy
5,30,611,tussle,0,Anger
4,25,611,tussle,0,Anger
12,10,20,rising,0,Anticipation
40,31,20,rising,0,Anticipation
5,27,20,rising,0,Trust
15,12,20,rising,0,Joy
3,10,20,rising,0,Joy
28,25,20,rising,0,Anticipation
11,5,20,rising,0,Anticipation
7,13,20,rising,0,Anticipation
1,10,20,rising,0,Trust
8,23,20,rising,0,Joy
18,7,421,trustees,trust,Trust
8,21,421,trustees,trust,Trust
4,6,421,trustees,trust,Trust
12,13,421,trustees,trust,Trust
22,3,421,trustees,trust,Trust
14,6,421,trustees,trust,Trust
1,9,421,trustees,trust,Trust
5,23,421,trustees,trust,Trust
7,7,421,trustees,trust,Trust
20,4,421,trustees,trust,Trust
11,5,217,trustees,trust,Trust
4,5,217,trustees,trust,Trust
12,23,217,trustees,trust,Trust
25,8,217,trustees,trust,Trust
8,18,217,trustees,trust,Trust
7,15,217,trustees,trust,Trust
19,5,217,trustees,trust,Trust
2,10,217,trustees,trust,Trust
31,9,217,trustees,trust,Trust
18,7,217,trustees,trust,Trust
14,12,612,determination,0,Anticipation
11,5,612,determination,0,Trust
10,10,612,determination,0,Anticipation
5,14,612,determination,0,Trust
46,10,612,determination,0,Anticipation
7,14,612,determination,0,Trust
8,67,612,determination,0,Fear
1,33,612,determination,0,Anticipation
40,26,612,determination,0,Trust
2,64,612,determination,0,Trust
4,16,422,subsidence,0,Trust
12,13,422,subsidence,0,Trust
11,5,422,subsidence,0,Trust
10,10,422,subsidence,0,Anticipation
7,29,422,subsidence,0,Surprise
1,13,422,subsidence,0,Trust
2,22,422,subsidence,0,Disgust
16,28,422,subsidence,0,Sadness
3,12,422,subsidence,0,Trust
8,26,422,subsidence,0,Trust
20,10,218,gag,0,Disgust
7,39,218,gag,0,Fear
8,32,218,gag,0,Joy
11,5,218,gag,0,Fear
2,13,218,gag,0,Disgust
16,11,218,gag,0,Disgust
35,10,218,gag,0,Disgust
12,11,218,gag,0,Disgust
9,10,218,gag,0,Disgust
1,8,218,gag,0,Disgust
18,5,21,anticipating,anticipation,Anticipation
2,8,21,anticipating,anticipation,Anticipation
14,4,21,anticipating,anticipation,Anticipation
11,3,21,anticipating,anticipation,Anticipation
8,19,21,anticipating,anticipation,Anticipation
20,4,21,anticipating,anticipation,Anticipation
7,15,21,anticipating,anticipation,Anticipation
24,6,21,anticipating,anticipation,Anticipation
23,44,21,anticipating,anticipation,Anticipation
9,8,21,anticipating,anticipation,Anticipation
23,43,613,vermin,0,Disgust
22,5,613,vermin,0,Disgust
11,4,613,vermin,0,Disgust
8,26,613,vermin,0,Joy
32,12,613,vermin,0,Disgust
4,17,613,vermin,0,Disgust
39,8,613,vermin,0,Disgust
1,11,613,vermin,0,Disgust
20,5,613,vermin,0,Disgust
2,16,613,vermin,0,Disgust
27,4,219,joyful,joy,Joy
7,10,219,joyful,joy,Joy
9,7,219,joyful,joy,Joy
1,9,219,joyful,joy,Joy
17,3,219,joyful,joy,Joy
11,4,219,joyful,joy,Joy
12,14,219,joyful,joy,Joy
18,4,219,joyful,joy,Joy
5,28,219,joyful,joy,Joy
8,14,219,joyful,joy,Joy
32,10,22,overture,0,Anticipation
11,4,22,overture,0,Trust
7,28,22,overture,0,Joy
2,28,22,overture,0,Trust
6,8,22,overture,0,Fear
9,14,22,overture,0,Trust
1,10,22,overture,0,Joy
8,20,22,overture,0,Joy
25,47,22,overture,0,Trust
4,17,22,overture,0,Joy
9,30,423,penetration,0,Disgust
16,24,423,penetration,0,Surprise
4,19,423,penetration,0,Surprise
12,10,423,penetration,0,Surprise
32,10,423,penetration,0,Surprise
11,9,423,penetration,0,Disgust
8,21,423,penetration,0,Joy
2,54,423,penetration,0,Fear
